0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-17.151093640127943,-171.98511054197192,-12.479333772350206,-251.6875692427512,41.371930232387335,-157.0850671305727,-42.85415339501028,-186.66901733737836,-39.40330905589179,-207.8923877939219,-66.50093446155341,-182.41293223144822,-63.12174264315672,-231.46603806034625,-54.836016424331625,257.33438700982157,100.90149332454226,-179.24144986557806,-8.510490819113267
84.86010350364447,-346.83872412735684,38.46215526315662,-488.7156495654084,91.829360852005,-366.1272861473356,-156.88463004513562,-440.1601579649385,-126.11570488934014,-519.3897594328615,-47.60220781598075,-460.8128674568065,-92.496664308167,-539.7220201937085,-43.353828055749084,482.58109651783883,243.22488447097854,-381.55512337687577,-36.16387531191971
323.8240169211328,59.2202343975878,171.92799503211032,129.5076656670368,1.4657595786732607,-92.44356757827556,-205.81783503382508,-98.8338323708453,-131.33810392627677,-165.75031832167326,216.73544177069195,-249.9415179950007,71.19985526692172,-179.0629287764218,141.25508081166302,-118.67936930569968,-8.116897067714836,-14.865464506873808,-104.07564367527229
230.49527480768515,327.9819922988095,114.91279575658552,505.6273158107847,-88.05890991068502,149.72254580835758,-149.1516733930405,254.83051323093204,-64.72058595047875,285.367332048743,255.03075913224788,-1.508884426227771,123.43857798589076,135.57824708135493,131.30846222748866,-422.76351605823027,-295.1362781106983,285.7274977721391,-172.15287921726497
70.30181783928246,-10.883755020974101,21.00865140166178,-7.690242360043783,56.23152401080303,-133.92970333853754,-58.2563998481823,-64.13128722207564,-28.544467904952345,-26.784935755465863,208.83975206825718,-209.67078691106997,118.80492220927722,-186.0626900334429,125.25779870184971,-2.130055518560835,-58.539219042593544,7.800279884597873,-119.63303968097104
212.69098309131672,41.35350360791998,128.71151004605116,121.02815017007367,177.19624838363606,-75.81636714346917,37.109224550893074,-41.07664973107057,9.228659063758741,-16.393890497496848,365.06933983604233,-106.43160033706188,216.9050177369812,-33.39526975587019,285.6912193028146,-180.82150930511327,-89.76566778529481,42.252458958457325,-54.18943163185024
-28.448928262363886,59.6861256977752,8.282322057655492,304.5604257421778,67.00677240761055,112.15313516469453,-127.87967204680604,192.38298954043802,-19.23948357719696,220.0752449873102,183.12880127537534,69.94822262826031,75.4222559241704,204.1961039972765,108.19981317464688,-186.49266558165414,-279.2481526426378,192.77384356998672,-46.44104185645928
-207.11762658170716,-241.99158288082484,-69.08081151398723,-3.184225311193996,55.47239948002614,-41.99657014965242,-267.057282481797,-18.82280876842052,-16.924219692931644,-23.62558179681948,111.23489929921566,-71.40414753284637,74.43053949108256,7.565315089535608,72.93496235013448,24.128425148208798,-42.82616410909096,-0.49161481486564007,59.9157343973826
-67.90635160513766,-114.45985070666569,82.23861285534632,124.02225742462488,110.3834304423177,38.29927912122746,-15.302318038228742,-16.381799535547515,30.008773941474917,64.47490494342,187.58868190540986,43.96818667914056,148.59886501178403,77.62479501040251,126.05274638663023,-146.47845877440574,-134.16641061270232,-28.056395496803603,39.71321886644669
-243.30507214527782,3.342047393431048,-8.64195749954997,198.85461166433862,1.0105044191735733,106.69312070779348,77.46752965806294,39.4542163551708,-8.669405918834235,152.37235312145367,53.46808481968364,199.0415450507177,14.386724738798254,160.44620596363677,-8.973282692265418,-38.91611774559462,-159.30368494458912,125.68751934202177,-53.93728025501907
-165.0944938489253,2.2583558175069527,-7.002046594734354,125.12616171758589,20.978161613008886,30.07788933825879,16.255174532217353,-88.57483429385564,65.18143539390124,-11.627310176850811,142.0815026969547,148.48024497131658,74.08603019417596,110.20222499205384,143.15440763910792,-55.752563906730906,19.617007038899306,126.19567256708777,-4.2250192074344834
-155.59489317853044,108.02749390792331,-31.861508224464032,211.72085823031296,-47.6353939058463,152.25579554474965,-48.207622964356894,3.4155739811231802,65.47434625041109,114.6552583881373,46.12185198164217,202.25043351006792,-5.537024174871448,208.00820007134308,81.42576686183993,-125.34005344223054,-192.29811565945374,193.8452312817228,-104.31354533595425
-299.7387439615031,32.60690746332784,-140.6561073129495,131.03044146725043,-170.76633942896774,134.29464992650492,-266.98840597067533,-9.295152879805045,-14.24946955633148,61.59112229689333,-5.851499142646169,213.58085865926492,-33.35914734613429,217.3807913438856,13.651646264004672,-88.24351433253695,-2.6793284842991727,406.41020098381296,-81.42655656758654
-42.981413098008446,-31.585663904321652,20.072687623137448,43.306347495133274,7.180623193365267,70.27597181712824,-544.2291703147786,-88.99086313388455,-37.68955544032074,-9.031813161902441,87.40669366827439,131.07188707924274,66.19711682063246,143.06446106806374,54.1566690498939,-166.26801954676307,193.59285617426997,350.49670754606313,67.0353492556949
-59.08272194781248,10.36166202823527,0.056630634541502745,74.7453714090122,-46.149044047145466,155.51366985858652,-681.4277682016891,-12.899993006972247,-215.8604255846022,37.04818932368711,-126.39660373205625,167.4669739148061,-103.51366309410501,189.10372399303932,-150.07247748697748,-119.3076268463928,27.923644808811726,138.22278268335194,5.392698359547497
-40.30756194545218,-42.71310571148149,-11.8287289575676,-22.904853082587564,-124.95669743371741,54.52248191492836,-20.334636861818563,-74.42684720679895,-64.73415556445002,-65.99084674397761,-111.42088123421306,92.08221702001399,-90.4936846024216,103.63247278023977,-53.62591468744839,-73.51122830803169,65.1820038313487,-146.49999428285156,72.42854544774944
64.66644182523397,-9.127028358433739,44.901997145122834,40.520809584447015,-10.033028513330992,31.406609644369578,533.8761204762723,24.430546252422776,202.2223232251286,90.86741022257627,-118.42819916795148,25.862382790939748,-49.025807928220026,-4.921731783353353,-42.475328193979735,12.738806970767392,6.080600450099724,-157.26869883867306,112.8958275080979
